type,year,state_name,state_code,organ,counts
Transplant Recipients,2018,Idaho,ID,Pancreas,0
Transplant Recipients,2018,Illinois,IL,All,1613
Transplant Recipients,2018,Illinois,IL,Heart,184
Transplant Recipients,2018,Illinois,IL,Kidney,976
Transplant Recipients,2018,Illinois,IL,Kidney-Pancreas,58
Transplant Recipients,2018,Illinois,IL,Liver,318
Transplant Recipients,2018,Illinois,IL,Lung,113
Transplant Recipients,2018,Illinois,IL,Pancreas,0
Transplant Recipients,2018,Indiana,IN,All,667
Transplant Recipients,2018,Indiana,IN,Heart,71
Transplant Recipients,2018,Indiana,IN,Kidney,348
Transplant Recipients,2018,Indiana,IN,Kidney-Pancreas,22
Transplant Recipients,2018,Indiana,IN,Liver,184
Transplant Recipients,2018,Indiana,IN,Lung,57
Transplant Recipients,2018,Indiana,IN,Pancreas,0
Transplant Recipients,2018,Iowa,IA,All,323
Transplant Recipients,2018,Iowa,IA,Heart,33
Transplant Recipients,2018,Iowa,IA,Kidney,209
Transplant Recipients,2018,Iowa,IA,Kidney-Pancreas,0
Transplant Recipients,2018,Iowa,IA,Liver,61
Transplant Recipients,2018,Iowa,IA,Lung,18
Transplant Recipients,2018,Iowa,IA,Pancreas,0
Transplant Recipients,2018,Kansas,KS,All,329
Transplant Recipients,2018,Kansas,KS,Heart,49
Transplant Recipients,2018,Kansas,KS,Kidney,196
Transplant Recipients,2018,Kansas,KS,Kidney-Pancreas,0
Transplant Recipients,2018,Kansas,KS,Liver,64
Transplant Recipients,2018,Kansas,KS,Lung,26
Transplant Recipients,2018,Kansas,KS,Pancreas,0
Transplant Recipients,2018,Kentucky,KY,All,453
Transplant Recipients,2018,Kentucky,KY,Heart,62
Transplant Recipients,2018,Kentucky,KY,Kidney,253
Transplant Recipients,2018,Kentucky,KY,Kidney-Pancreas,0
Transplant Recipients,2018,Kentucky,KY,Liver,104
Transplant Recipients,2018,Kentucky,KY,Lung,40
Transplant Recipients,2018,Kentucky,KY,Pancreas,0
Transplant Recipients,2018,Louisiana,LA,All,482
Transplant Recipients,2018,Louisiana,LA,Heart,30
Transplant Recipients,2018,Louisiana,LA,Kidney,250
Transplant Recipients,2018,Louisiana,LA,Kidney-Pancreas,22
Transplant Recipients,2018,Louisiana,LA,Liver,162
Transplant Recipients,2018,Louisiana,LA,Lung,33
Transplant Recipients,2018,Louisiana,LA,Pancreas,0
Transplant Recipients,2018,Maine,ME,All,114
Transplant Recipients,2018,Maine,ME,Heart,0
Transplant Recipients,2018,Maine,ME,Kidney,61
Transplant Recipients,2018,Maine,ME,Kidney-Pancreas,0
Transplant Recipients,2018,Maine,ME,Liver,26
Transplant Recipients,2018,Maine,ME,Lung,16
Transplant Recipients,2018,Maine,ME,Pancreas,0
Transplant Recipients,2018,Maryland,MD,All,907
Transplant Recipients,2018,Maryland,MD,Heart,60
Transplant Recipients,2018,Maryland,MD,Kidney,535
Transplant Recipients,2018,Maryland,MD,Kidney-Pancreas,53
Transplant Recipients,2018,Maryland,MD,Liver,222
Transplant Recipients,2018,Maryland,MD,Lung,56
Transplant Recipients,2018,Maryland,MD,Pancreas,0
Transplant Recipients,2018,Massachusetts,MA,All,740
Transplant Recipients,2018,Massachusetts,MA,Heart,83
Transplant Recipients,2018,Massachusetts,MA,Kidney,421
Transplant Recipients,2018,Massachusetts,MA,Kidney-Pancreas,0
Transplant Recipients,2018,Massachusetts,MA,Liver,192
Transplant Recipients,2018,Massachusetts,MA,Lung,53
Transplant Recipients,2018,Massachusetts,MA,Pancreas,0
Transplant Recipients,2018,Michigan,MI,All,1090
Transplant Recipients,2018,Michigan,MI,Heart,90
Transplant Recipients,2018,Michigan,MI,Kidney,696
Transplant Recipients,2018,Michigan,MI,Kidney-Pancreas,0
Transplant Recipients,2018,Michigan,MI,Liver,219
Transplant Recipients,2018,Michigan,MI,Lung,95
Transplant Recipients,2018,Michigan,MI,Pancreas,0
Transplant Recipients,2018,Minnesota,MN,All,538
Transplant Recipients,2018,Minnesota,MN,Heart,56
Transplant Recipients,2018,Minnesota,MN,Kidney,311
Transplant Recipients,2018,Minnesota,MN,Kidney-Pancreas,30
Transplant Recipients,2018,Minnesota,MN,Liver,119
Transplant Recipients,2018,Minnesota,MN,Lung,32
Transplant Recipients,2018,Minnesota,MN,Pancreas,0
Transplant Recipients,2018,Mississippi,MS,All,334
Transplant Recipients,2018,Mississippi,MS,Heart,23
Transplant Recipients,2018,Mississippi,MS,Kidney,187
Transplant Recipients,2018,Mississippi,MS,Kidney-Pancreas,0
Transplant Recipients,2018,Mississippi,MS,Liver,115
Transplant Recipients,2018,Mississippi,MS,Lung,0
Transplant Recipients,2018,Mississippi,MS,Pancreas,0
Transplant Recipients,2018,Missouri,MO,All,629
Transplant Recipients,2018,Missouri,MO,Heart,48
Transplant Recipients,2018,Missouri,MO,Kidney,382
Transplant Recipients,2018,Missouri,MO,Kidney-Pancreas,0
Transplant Recipients,2018,Missouri,MO,Liver,164
Transplant Recipients,2018,Missouri,MO,Lung,41
Transplant Recipients,2018,Missouri,MO,Pancreas,0
Transplant Recipients,2018,Montana,MT,All,64
Transplant Recipients,2018,Montana,MT,Heart,0
Transplant Recipients,2018,Montana,MT,Kidney,43
Transplant Recipients,2018,Montana,MT,Kidney-Pancreas,0
Transplant Recipients,2018,Montana,MT,Liver,0
Transplant Recipients,2018,Montana,MT,Lung,0
Transplant Recipients,2018,Montana,MT,Pancreas,0
Transplant Recipients,2018,Nebraska,NE,All,204
Transplant Recipients,2018,Nebraska,NE,Heart,34
Transplant Recipients,2018,Nebraska,NE,Kidney,109
Transplant Recipients,2018,Nebraska,NE,Kidney-Pancreas,0
Transplant Recipients,2018,Nebraska,NE,Liver,50
Transplant Recipients,2018,Nebraska,NE,Lung,16
Transplant Recipients,2018,Nebraska,NE,Pancreas,0
Transplant Recipients,2018,Nevada,NV,All,187
Transplant Recipients,2018,Nevada,NV,Heart,21
Transplant Recipients,2018,Nevada,NV,Kidney,113
Transplant Recipients,2018,Nevada,NV,Kidney-Pancreas,0
Transplant Recipients,2018,Nevada,NV,Liver,37
Transplant Recipients,2018,Nevada,NV,Lung,0
Transplant Recipients,2018,Nevada,NV,Pancreas,0
Transplant Recipients,2018,New Hampshire,NH,All,90
Transplant Recipients,2018,New Hampshire,NH,Heart,0
Transplant Recipients,2018,New Hampshire,NH,Kidney,45
Transplant Recipients,2018,New Hampshire,NH,Kidney-Pancreas,0
Transplant Recipients,2018,New Hampshire,NH,Liver,25
Transplant Recipients,2018,New Hampshire,NH,Lung,0
Transplant Recipients,2018,New Hampshire,NH,Pancreas,0
Transplant Recipients,2018,New Jersey,NJ,All,1016
Transplant Recipients,2018,New Jersey,NJ,Heart,81
Transplant Recipients,2018,New Jersey,NJ,Kidney,636
Transplant Recipients,2018,New Jersey,NJ,Kidney-Pancreas,21
Transplant Recipients,2018,New Jersey,NJ,Liver,197
Transplant Recipients,2018,New Jersey,NJ,Lung,100
Transplant Recipients,2018,New Jersey,NJ,Pancreas,0
Transplant Recipients,2018,New Mexico,NM,All,165
Transplant Recipients,2018,New Mexico,NM,Heart,0
Transplant Recipients,2018,New Mexico,NM,Kidney,104
Transplant Recipients,2018,New Mexico,NM,Kidney-Pancreas,0
Transplant Recipients,2018,New Mexico,NM,Liver,46
Transplant Recipients,2018,New Mexico,NM,Lung,0
Transplant Recipients,2018,New Mexico,NM,Pancreas,0
Transplant Recipients,2018,New York,NY,All,2506
Transplant Recipients,2018,New York,NY,Heart,244
Transplant Recipients,2018,New York,NY,Kidney,1683
Transplant Recipients,2018,New York,NY,Kidney-Pancreas,51
Transplant Recipients,2018,New York,NY,Liver,416
Transplant Recipients,2018,New York,NY,Lung,159
Transplant Recipients,2018,New York,NY,Pancreas,0
Transplant Recipients,2018,North Carolina,NC,All,989
Transplant Recipients,2018,North Carolina,NC,Heart,122
Transplant Recipients,2018,North Carolina,NC,Kidney,608
Transplant Recipients,2018,North Carolina,NC,Kidney-Pancreas,35
Transplant Recipients,2018,North Carolina,NC,Liver,182
Transplant Recipients,2018,North Carolina,NC,Lung,58
Transplant Recipients,2018,North Carolina,NC,Pancreas,0
Transplant Recipients,2018,North Dakota,ND,All,65
Transplant Recipients,2018,North Dakota,ND,Heart,0
Transplant Recipients,2018,North Dakota,ND,Kidney,39
Transplant Recipients,2018,North Dakota,ND,Kidney-Pancreas,0
Transplant Recipients,2018,North Dakota,ND,Liver,0
Transplant Recipients,2018,North Dakota,ND,Lung,0
Transplant Recipients,2018,North Dakota,ND,Pancreas,0
Transplant Recipients,2018,Not Reported,NR,All,0
Transplant Recipients,2018,Not Reported,NR,Heart,0
Transplant Recipients,2018,Not Reported,NR,Kidney,0
Transplant Recipients,2018,Not Reported,NR,Kidney-Pancreas,0
Transplant Recipients,2018,Not Reported,NR,Liver,0
Transplant Recipients,2018,Not Reported,NR,Lung,0
Transplant Recipients,2018,Not Reported,NR,Pancreas,0
Transplant Recipients,2018,Ohio,OH,All,1371
Transplant Recipients,2018,Ohio,OH,Heart,113
Transplant Recipients,2018,Ohio,OH,Kidney,766
Transplant Recipients,2018,Ohio,OH,Kidney-Pancreas,31
Transplant Recipients,2018,Ohio,OH,Liver,374
Transplant Recipients,2018,Ohio,OH,Lung,119
Transplant Recipients,2018,Ohio,OH,Pancreas,0
Transplant Recipients,2018,Oklahoma,OK,All,316
Transplant Recipients,2018,Oklahoma,OK,Heart,22
Transplant Recipients,2018,Oklahoma,OK,Kidney,185
Transplant Recipients,2018,Oklahoma,OK,Kidney-Pancreas,0
Transplant Recipients,2018,Oklahoma,OK,Liver,73
Transplant Recipients,2018,Oklahoma,OK,Lung,27
Transplant Recipients,2018,Oklahoma,OK,Pancreas,0
Transplant Recipients,2018,Oregon,OR,All,286
Transplant Recipients,2018,Oregon,OR,Heart,27
Transplant Recipients,2018,Oregon,OR,Kidney,170
Transplant Recipients,2018,Oregon,OR,Kidney-Pancreas,0
Transplant Recipients,2018,Oregon,OR,Liver,67
Transplant Recipients,2018,Oregon,OR,Lung,16
Transplant Recipients,2018,Oregon,OR,Pancreas,0
Transplant Recipients,2018,Pacific Ocean Territories,PO,All,0
Transplant Recipients,2018,Pacific Ocean Territories,PO,Heart,0
Transplant Recipients,2018,Pacific Ocean Territories,PO,Kidney,0
Transplant Recipients,2018,Pacific Ocean Territories,PO,Kidney-Pancreas,0
Transplant Recipients,2018,Pacific Ocean Territories,PO,Liver,0
Transplant Recipients,2018,Pacific Ocean Territories,PO,Lung,0
Transplant Recipients,2018,Pacific Ocean Territories,PO,Pancreas,0
Transplant Recipients,2018,Pennsylvania,PA,All,1629
Transplant Recipients,2018,Pennsylvania,PA,Heart,134
Transplant Recipients,2018,Pennsylvania,PA,Kidney,892
Transplant Recipients,2018,Pennsylvania,PA,Kidney-Pancreas,26
Transplant Recipients,2018,Pennsylvania,PA,Liver,385
Transplant Recipients,2018,Pennsylvania,PA,Lung,220
Transplant Recipients,2018,Pennsylvania,PA,Pancreas,0
Transplant Recipients,2018,Puerto Rico,PR,All,157
Transplant Recipients,2018,Puerto Rico,PR,Heart,0
Transplant Recipients,2018,Puerto Rico,PR,Kidney,87
Transplant Recipients,2018,Puerto Rico,PR,Kidney-Pancreas,16
Transplant Recipients,2018,Puerto Rico,PR,Liver,47
Transplant Recipients,2018,Puerto Rico,PR,Lung,0
Transplant Recipients,2018,Puerto Rico,PR,Pancreas,0
Transplant Recipients,2018,Rhode Island,RI,All,108
Transplant Recipients,2018,Rhode Island,RI,Heart,0
Transplant Recipients,2018,Rhode Island,RI,Kidney,72
Transplant Recipients,2018,Rhode Island,RI,Kidney-Pancreas,0
Transplant Recipients,2018,Rhode Island,RI,Liver,23
Transplant Recipients,2018,Rhode Island,RI,Lung,0
Transplant Recipients,2018,Rhode Island,RI,Pancreas,0
Transplant Recipients,2018,South Carolina,SC,All,510
Transplant Recipients,2018,South Carolina,SC,Heart,42
Transplant Recipients,2018,South Carolina,SC,Kidney,317
Transplant Recipients,2018,South Carolina,SC,Kidney-Pancreas,16
Transplant Recipients,2018,South Carolina,SC,Liver,124
Transplant Recipients,2018,South Carolina,SC,Lung,25
Transplant Recipients,2018,South Carolina,SC,Pancreas,0
Transplant Recipients,2018,South Dakota,SD,All,79
Transplant Recipients,2018,South Dakota,SD,Heart,0
Transplant Recipients,2018,South Dakota,SD,Kidney,51
Transplant Recipients,2018,South Dakota,SD,Kidney-Pancreas,0
Transplant Recipients,2018,South Dakota,SD,Liver,0
Transplant Recipients,2018,South Dakota,SD,Lung,0
Transplant Recipients,2018,South Dakota,SD,Pancreas,0
Transplant Recipients,2018,Tennessee,TN,All,721
Transplant Recipients,2018,Tennessee,TN,Heart,99
Transplant Recipients,2018,Tennessee,TN,Kidney,424
Transplant Recipients,2018,Tennessee,TN,Kidney-Pancreas,0
Transplant Recipients,2018,Tennessee,TN,Liver,173
Transplant Recipients,2018,Tennessee,TN,Lung,41
Transplant Recipients,2018,Tennessee,TN,Pancreas,0
Transplant Recipients,2018,Texas,TX,All,2991
Transplant Recipients,2018,Texas,TX,Heart,288
Transplant Recipients,2018,Texas,TX,Kidney,1759
Transplant Recipients,2018,Texas,TX,Kidney-Pancreas,45
Transplant Recipients,2018,Texas,TX,Liver,745
Transplant Recipients,2018,Texas,TX,Lung,227
Transplant Recipients,2018,Texas,TX,Pancreas,0
Transplant Recipients,2018,Utah,UT,All,263
Transplant Recipients,2018,Utah,UT,Heart,28
Transplant Recipients,2018,Utah,UT,Kidney,149
Transplant Recipients,2018,Utah,UT,Kidney-Pancreas,0
Transplant Recipients,2018,Utah,UT,Liver,68
Transplant Recipients,2018,Utah,UT,Lung,16
Transplant Recipients,2018,Utah,UT,Pancreas,0
Transplant Recipients,2018,Vermont,VT,All,31
Transplant Recipients,2018,Vermont,VT,Heart,0
Transplant Recipients,2018,Vermont,VT,Kidney,0
Transplant Recipients,2018,Vermont,VT,Kidney-Pancreas,0
Transplant Recipients,2018,Vermont,VT,Liver,0
Transplant Recipients,2018,Vermont,VT,Lung,0
Transplant Recipients,2018,Vermont,VT,Pancreas,0
Transplant Recipients,2018,Virgin Islands,VI,All,0
Transplant Recipients,2018,Virgin Islands,VI,Heart,0
Transplant Recipients,2018,Virgin Islands,VI,Kidney,0
Transplant Recipients,2018,Virgin Islands,VI,Kidney-Pancreas,0
Transplant Recipients,2018,Virgin Islands,VI,Liver,0
Transplant Recipients,2018,Virgin Islands,VI,Lung,0
Transplant Recipients,2018,Virgin Islands,VI,Pancreas,0
Transplant Recipients,2018,Virginia,VA,All,1044
Transplant Recipients,2018,Virginia,VA,Heart,108
Transplant Recipients,2018,Virginia,VA,Kidney,639
Transplant Recipients,2018,Virginia,VA,Kidney-Pancreas,30
Transplant Recipients,2018,Virginia,VA,Liver,219
Transplant Recipients,2018,Virginia,VA,Lung,60
Transplant Recipients,2018,Virginia,VA,Pancreas,0
Transplant Recipients,2018,Washington,WA,All,704
Transplant Recipients,2018,Washington,WA,Heart,101
Transplant Recipients,2018,Washington,WA,Kidney,423
Transplant Recipients,2018,Washington,WA,Kidney-Pancreas,0
Transplant Recipients,2018,Washington,WA,Liver,147
Transplant Recipients,2018,Washington,WA,Lung,36
Transplant Recipients,2018,Washington,WA,Pancreas,0
Transplant Recipients,2018,West Virginia,WV,All,192
Transplant Recipients,2018,West Virginia,WV,Heart,0
Transplant Recipients,2018,West Virginia,WV,Kidney,97
Transplant Recipients,2018,West Virginia,WV,Kidney-Pancreas,0
Transplant Recipients,2018,West Virginia,WV,Liver,57
Transplant Recipients,2018,West Virginia,WV,Lung,22
Transplant Recipients,2018,West Virginia,WV,Pancreas,0
Transplant Recipients,2018,Wisconsin,WI,All,588
Transplant Recipients,2018,Wisconsin,WI,Heart,56
Transplant Recipients,2018,Wisconsin,WI,Kidney,322
Transplant Recipients,2018,Wisconsin,WI,Kidney-Pancreas,29
Transplant Recipients,2018,Wisconsin,WI,Liver,147
Transplant Recipients,2018,Wisconsin,WI,Lung,33
Transplant Recipients,2018,Wisconsin,WI,Pancreas,0
Transplant Recipients,2018,Wyoming,WY,All,52
Transplant Recipients,2018,Wyoming,WY,Heart,0
Transplant Recipients,2018,Wyoming,WY,Kidney,29
Transplant Recipients,2018,Wyoming,WY,Kidney-Pancreas,0
Transplant Recipients,2018,Wyoming,WY,Liver,0
Transplant Recipients,2018,Wyoming,WY,Lung,0
Transplant Recipients,2018,Wyoming,WY,Pancreas,0
Transplant Recipients,2019,Alabama,AL,All,492
Transplant Recipients,2019,Alabama,AL,Heart,27
Transplant Recipients,2019,Alabama,AL,Kidney,318
Transplant Recipients,2019,Alabama,AL,Kidney-Pancreas,0
Transplant Recipients,2019,Alabama,AL,Liver,130
Transplant Recipients,2019,Alabama,AL,Lung,19
Transplant Recipients,2019,Alabama,AL,Pancreas,0
Transplant Recipients,2019,Alaska,AK,All,61
Transplant Recipients,2019,Alaska,AK,Heart,0
Transplant Recipients,2019,Alaska,AK,Kidney,44
Transplant Recipients,2019,Alaska,AK,Kidney-Pancreas,0
Transplant Recipients,2019,Alaska,AK,Liver,0
Transplant Recipients,2019,Alaska,AK,Lung,0
Transplant Recipients,2019,Alaska,AK,Pancreas,0
Transplant Recipients,2019,All,All,All,38333
Transplant Recipients,2019,All,All,Heart,3542
Transplant Recipients,2019,All,All,Kidney,23383
Transplant Recipients,2019,All,All,Kidney-Pancreas,872
Transplant Recipients,2019,All,All,Liver,8771
Transplant Recipients,2019,All,All,Lung,2711
Transplant Recipients,2019,All,All,Pancreas,143
Transplant Recipients,2019,Arizona,AZ,All,964
Transplant Recipients,2019,Arizona,AZ,Heart,54
Transplant Recipients,2019,Arizona,AZ,Kidney,577
Transplant Recipients,2019,Arizona,AZ,Kidney-Pancreas,21
Transplant Recipients,2019,Arizona,AZ,Liver,252
Transplant Recipients,2019,Arizona,AZ,Lung,84
Transplant Recipients,2019,Arizona,AZ,Pancreas,0
Transplant Recipients,2019,Arkansas,AR,All,338
Transplant Recipients,2019,Arkansas,AR,Heart,32
Transplant Recipients,2019,Arkansas,AR,Kidney,219
Transplant Recipients,2019,Arkansas,AR,Kidney-Pancreas,0
Transplant Recipients,2019,Arkansas,AR,Liver,73
Transplant Recipients,2019,Arkansas,AR,Lung,20
Transplant Recipients,2019,Arkansas,AR,Pancreas,0
Transplant Recipients,2019,California,CA,All,4267
Transplant Recipients,2019,California,CA,Heart,427
Transplant Recipients,2019,California,CA,Kidney,2708
Transplant Recipients,2019,California,CA,Kidney-Pancreas,70
Transplant Recipients,2019,California,CA,Liver,948
Transplant Recipients,2019,California,CA,Lung,262
Transplant Recipients,2019,California,CA,Pancreas,0
Transplant Recipients,2019,Colorado,CO,All,571
Transplant Recipients,2019,Colorado,CO,Heart,45
Transplant Recipients,2019,Colorado,CO,Kidney,346
Transplant Recipients,2019,Colorado,CO,Kidney-Pancreas,0
Transplant Recipients,2019,Colorado,CO,Liver,135
Transplant Recipients,2019,Colorado,CO,Lung,46
Transplant Recipients,2019,Colorado,CO,Pancreas,0
Transplant Recipients,2019,Connecticut,CT,All,413
Transplant Recipients,2019,Connecticut,CT,Heart,77
Transplant Recipients,2019,Connecticut,CT,Kidney,261
Transplant Recipients,2019,Connecticut,CT,Kidney-Pancreas,0
Transplant Recipients,2019,Connecticut,CT,Liver,62
Transplant Recipients,2019,Connecticut,CT,Lung,21
Transplant Recipients,2019,Connecticut,CT,Pancreas,0
Transplant Recipients,2019,Delaware,DE,All,115
Transplant Recipients,2019,Delaware,DE,Heart,0
Transplant Recipients,2019,Delaware,DE,Kidney,52
Transplant Recipients,2019,Delaware,DE,Kidney-Pancreas,0
Transplant Recipients,2019,Delaware,DE,Liver,39
Transplant Recipients,2019,Delaware,DE,Lung,16
Transplant Recipients,2019,Delaware,DE,Pancreas,0
Transplant Recipients,2019,District of Columbia,DC,All,107
Transplant Recipients,2019,District of Columbia,DC,Heart,0
Transplant Recipients,2019,District of Columbia,DC,Kidney,72
Transplant Recipients,2019,District of Columbia,DC,Kidney-Pancreas,0
Transplant Recipients,2019,District of Columbia,DC,Liver,25
Transplant Recipients,2019,District of Columbia,DC,Lung,0
Transplant Recipients,2019,District of Columbia,DC,Pancreas,0
Transplant Recipients,2019,Florida,FL,All,2550
Transplant Recipients,2019,Florida,FL,Heart,231
Transplant Recipients,2019,Florida,FL,Kidney,1542
Transplant Recipients,2019,Florida,FL,Kidney-Pancreas,41
Transplant Recipients,2019,Florida,FL,Liver,615
Transplant Recipients,2019,Florida,FL,Lung,185
Transplant Recipients,2019,Florida,FL,Pancreas,0
Transplant Recipients,2019,Foreign Country,0,All,107
Transplant Recipients,2019,Foreign Country,0,Heart,0
Transplant Recipients,2019,Foreign Country,0,Kidney,34
Transplant Recipients,2019,Foreign Country,0,Kidney-Pancreas,0
Transplant Recipients,2019,Foreign Country,0,Liver,30
Transplant Recipients,2019,Foreign Country,0,Lung,29
Transplant Recipients,2019,Foreign Country,0,Pancreas,0
Transplant Recipients,2019,Georgia,GA,All,1155
Transplant Recipients,2019,Georgia,GA,Heart,81
Transplant Recipients,2019,Georgia,GA,Kidney,732
Transplant Recipients,2019,Georgia,GA,Kidney-Pancreas,27
Transplant Recipients,2019,Georgia,GA,Liver,293
Transplant Recipients,2019,Georgia,GA,Lung,52
Transplant Recipients,2019,Georgia,GA,Pancreas,0
Transplant Recipients,2019,Hawaii,HI,All,103
Transplant Recipients,2019,Hawaii,HI,Heart,0
Transplant Recipients,2019,Hawaii,HI,Kidney,70
Transplant Recipients,2019,Hawaii,HI,Kidney-Pancreas,0
Transplant Recipients,2019,Hawaii,HI,Liver,24
Transplant Recipients,2019,Hawaii,HI,Lung,0
Transplant Recipients,2019,Hawaii,HI,Pancreas,0
Transplant Recipients,2019,Idaho,ID,All,132
Transplant Recipients,2019,Idaho,ID,Heart,0
Transplant Recipients,2019,Idaho,ID,Kidney,88
Transplant Recipients,2019,Idaho,ID,Kidney-Pancreas,0
Transplant Recipients,2019,Idaho,ID,Liver,28
Transplant Recipients,2019,Idaho,ID,Lung,0
Transplant Recipients,2019,Idaho,ID,Pancreas,0
Transplant Recipients,2019,Illinois,IL,All,1772
Transplant Recipients,2019,Illinois,IL,Heart,188
Transplant Recipients,2019,Illinois,IL,Kidney,1103
Transplant Recipients,2019,Illinois,IL,Kidney-Pancreas,69
Transplant Recipients,2019,Illinois,IL,Liver,350
Transplant Recipients,2019,Illinois,IL,Lung,119
Transplant Recipients,2019,Illinois,IL,Pancreas,0
Transplant Recipients,2019,Indiana,IN,All,708
Transplant Recipients,2019,Indiana,IN,Heart,91
Transplant Recipients,2019,Indiana,IN,Kidney,392
Transplant Recipients,2019,Indiana,IN,Kidney-Pancreas,22
Transplant Recipients,2019,Indiana,IN,Liver,183
Transplant Recipients,2019,Indiana,IN,Lung,47
Transplant Recipients,2019,Indiana,IN,Pancreas,0
Transplant Recipients,2019,Iowa,IA,All,331
Transplant Recipients,2019,Iowa,IA,Heart,30
Transplant Recipients,2019,Iowa,IA,Kidney,208
Transplant Recipients,2019,Iowa,IA,Kidney-Pancreas,0
Transplant Recipients,2019,Iowa,IA,Liver,65
Transplant Recipients,2019,Iowa,IA,Lung,19
Transplant Recipients,2019,Iowa,IA,Pancreas,0
Transplant Recipients,2019,Kansas,KS,All,331
Transplant Recipients,2019,Kansas,KS,Heart,38
Transplant Recipients,2019,Kansas,KS,Kidney,204
Transplant Recipients,2019,Kansas,KS,Kidney-Pancreas,0
Transplant Recipients,2019,Kansas,KS,Liver,69
Transplant Recipients,2019,Kansas,KS,Lung,24
Transplant Recipients,2019,Kansas,KS,Pancreas,0
Transplant Recipients,2019,Kentucky,KY,All,474
Transplant Recipients,2019,Kentucky,KY,Heart,59
Transplant Recipients,2019,Kentucky,KY,Kidney,248
Transplant Recipients,2019,Kentucky,KY,Kidney-Pancreas,0
Transplant Recipients,2019,Kentucky,KY,Liver,124
Transplant Recipients,2019,Kentucky,KY,Lung,49
Transplant Recipients,2019,Kentucky,KY,Pancreas,0
Transplant Recipients,2019,Louisiana,LA,All,606
Transplant Recipients,2019,Louisiana,LA,Heart,28
Transplant Recipients,2019,Louisiana,LA,Kidney,355
Transplant Recipients,2019,Louisiana,LA,Kidney-Pancreas,25
Transplant Recipients,2019,Louisiana,LA,Liver,176
Transplant Recipients,2019,Louisiana,LA,Lung,36
Transplant Recipients,2019,Louisiana,LA,Pancreas,0
Transplant Recipients,2019,Maine,ME,All,98
Transplant Recipients,2019,Maine,ME,Heart,0
Transplant Recipients,2019,Maine,ME,Kidney,52
Transplant Recipients,2019,Maine,ME,Kidney-Pancreas,0
Transplant Recipients,2019,Maine,ME,Liver,21
Transplant Recipients,2019,Maine,ME,Lung,0
Transplant Recipients,2019,Maine,ME,Pancreas,0
Transplant Recipients,2019,Maryland,MD,All,904
Transplant Recipients,2019,Maryland,MD,Heart,77
Transplant Recipients,2019,Maryland,MD,Kidney,530
Transplant Recipients,2019,Maryland,MD,Kidney-Pancreas,47
Transplant Recipients,2019,Maryland,MD,Liver,210
Transplant Recipients,2019,Maryland,MD,Lung,53
Transplant Recipients,2019,Maryland,MD,Pancreas,0
Transplant Recipients,2019,Massachusetts,MA,All,767
Transplant Recipients,2019,Massachusetts,MA,Heart,74
Transplant Recipients,2019,Massachusetts,MA,Kidney,460
Transplant Recipients,2019,Massachusetts,MA,Kidney-Pancreas,0
Transplant Recipients,2019,Massachusetts,MA,Liver,202
Transplant Recipients,2019,Massachusetts,MA,Lung,45
Transplant Recipients,2019,Massachusetts,MA,Pancreas,0
Transplant Recipients,2019,Michigan,MI,All,1099
Transplant Recipients,2019,Michigan,MI,Heart,90
Transplant Recipients,2019,Michigan,MI,Kidney,656
Transplant Recipients,2019,Michigan,MI,Kidney-Pancreas,0
Transplant Recipients,2019,Michigan,MI,Liver,250
Transplant Recipients,2019,Michigan,MI,Lung,127
Transplant Recipients,2019,Michigan,MI,Pancreas,0
Transplant Recipients,2019,Minnesota,MN,All,626
Transplant Recipients,2019,Minnesota,MN,Heart,64
Transplant Recipients,2019,Minnesota,MN,Kidney,355
Transplant Recipients,2019,Minnesota,MN,Kidney-Pancreas,29
Transplant Recipients,2019,Minnesota,MN,Liver,135
Transplant Recipients,2019,Minnesota,MN,Lung,43
Transplant Recipients,2019,Minnesota,MN,Pancreas,0
Transplant Recipients,2019,Mississippi,MS,All,376
Transplant Recipients,2019,Mississippi,MS,Heart,32
Transplant Recipients,2019,Mississippi,MS,Kidney,210
Transplant Recipients,2019,Mississippi,MS,Kidney-Pancreas,0
Transplant Recipients,2019,Mississippi,MS,Liver,125
Transplant Recipients,2019,Mississippi,MS,Lung,0
Transplant Recipients,2019,Mississippi,MS,Pancreas,0
Transplant Recipients,2019,Missouri,MO,All,740
Transplant Recipients,2019,Missouri,MO,Heart,65
Transplant Recipients,2019,Missouri,MO,Kidney,465
Transplant Recipients,2019,Missouri,MO,Kidney-Pancreas,16
Transplant Recipients,2019,Missouri,MO,Liver,147
Transplant Recipients,2019,Missouri,MO,Lung,62
Transplant Recipients,2019,Missouri,MO,Pancreas,0
Transplant Recipients,2019,Montana,MT,All,63
Transplant Recipients,2019,Montana,MT,Heart,0
Transplant Recipients,2019,Montana,MT,Kidney,37
Transplant Recipients,2019,Montana,MT,Kidney-Pancreas,0
Transplant Recipients,2019,Montana,MT,Liver,0
Transplant Recipients,2019,Montana,MT,Lung,0
Transplant Recipients,2019,Montana,MT,Pancreas,0
Transplant Recipients,2019,Nebraska,NE,All,226
Transplant Recipients,2019,Nebraska,NE,Heart,33
Transplant Recipients,2019,Nebraska,NE,Kidney,133
Transplant Recipients,2019,Nebraska,NE,Kidney-Pancreas,0
Transplant Recipients,2019,Nebraska,NE,Liver,61
Transplant Recipients,2019,Nebraska,NE,Lung,0
