type,year,state_name,state_code,organ,counts
Transplant Recipients,2020,Rhode Island,RI,Heart,0
Transplant Recipients,2020,Rhode Island,RI,Kidney,62
Transplant Recipients,2020,Rhode Island,RI,Kidney-Pancreas,0
Transplant Recipients,2020,Rhode Island,RI,Liver,32
Transplant Recipients,2020,Rhode Island,RI,Lung,0
Transplant Recipients,2020,Rhode Island,RI,Pancreas,0
Transplant Recipients,2020,South Carolina,SC,All,609
Transplant Recipients,2020,South Carolina,SC,Heart,80
Transplant Recipients,2020,South Carolina,SC,Kidney,374
Transplant Recipients,2020,South Carolina,SC,Kidney-Pancreas,25
Transplant Recipients,2020,South Carolina,SC,Liver,115
Transplant Recipients,2020,South Carolina,SC,Lung,30
Transplant Recipients,2020,South Carolina,SC,Pancreas,0
Transplant Recipients,2020,South Dakota,SD,All,77
Transplant Recipients,2020,South Dakota,SD,Heart,0
Transplant Recipients,2020,South Dakota,SD,Kidney,41
Transplant Recipients,2020,South Dakota,SD,Kidney-Pancreas,0
Transplant Recipients,2020,South Dakota,SD,Liver,28
Transplant Recipients,2020,South Dakota,SD,Lung,0
Transplant Recipients,2020,South Dakota,SD,Pancreas,0
Transplant Recipients,2020,Tennessee,TN,All,818
Transplant Recipients,2020,Tennessee,TN,Heart,136
Transplant Recipients,2020,Tennessee,TN,Kidney,481
Transplant Recipients,2020,Tennessee,TN,Kidney-Pancreas,0
Transplant Recipients,2020,Tennessee,TN,Liver,183
Transplant Recipients,2020,Tennessee,TN,Lung,38
Transplant Recipients,2020,Tennessee,TN,Pancreas,0
Transplant Recipients,2020,Texas,TX,All,3390
Transplant Recipients,2020,Texas,TX,Heart,295
Transplant Recipients,2020,Texas,TX,Kidney,2108
Transplant Recipients,2020,Texas,TX,Kidney-Pancreas,83
Transplant Recipients,2020,Texas,TX,Liver,832
Transplant Recipients,2020,Texas,TX,Lung,204
Transplant Recipients,2020,Texas,TX,Pancreas,0
Transplant Recipients,2020,Utah,UT,All,316
Transplant Recipients,2020,Utah,UT,Heart,23
Transplant Recipients,2020,Utah,UT,Kidney,179
Transplant Recipients,2020,Utah,UT,Kidney-Pancreas,0
Transplant Recipients,2020,Utah,UT,Liver,97
Transplant Recipients,2020,Utah,UT,Lung,0
Transplant Recipients,2020,Utah,UT,Pancreas,0
Transplant Recipients,2020,Vermont,VT,All,44
Transplant Recipients,2020,Vermont,VT,Heart,0
Transplant Recipients,2020,Vermont,VT,Kidney,0
Transplant Recipients,2020,Vermont,VT,Kidney-Pancreas,0
Transplant Recipients,2020,Vermont,VT,Liver,19
Transplant Recipients,2020,Vermont,VT,Lung,0
Transplant Recipients,2020,Vermont,VT,Pancreas,0
Transplant Recipients,2020,Virgin Islands,VI,All,0
Transplant Recipients,2020,Virgin Islands,VI,Heart,0
Transplant Recipients,2020,Virgin Islands,VI,Kidney,0
Transplant Recipients,2020,Virgin Islands,VI,Kidney-Pancreas,0
Transplant Recipients,2020,Virgin Islands,VI,Liver,0
Transplant Recipients,2020,Virgin Islands,VI,Lung,0
Transplant Recipients,2020,Virgin Islands,VI,Pancreas,0
Transplant Recipients,2020,Virginia,VA,All,1250
Transplant Recipients,2020,Virginia,VA,Heart,130
Transplant Recipients,2020,Virginia,VA,Kidney,785
Transplant Recipients,2020,Virginia,VA,Kidney-Pancreas,36
Transplant Recipients,2020,Virginia,VA,Liver,281
Transplant Recipients,2020,Virginia,VA,Lung,51
Transplant Recipients,2020,Virginia,VA,Pancreas,0
Transplant Recipients,2020,Washington,WA,All,658
Transplant Recipients,2020,Washington,WA,Heart,70
Transplant Recipients,2020,Washington,WA,Kidney,415
Transplant Recipients,2020,Washington,WA,Kidney-Pancreas,0
Transplant Recipients,2020,Washington,WA,Liver,136
Transplant Recipients,2020,Washington,WA,Lung,47
Transplant Recipients,2020,Washington,WA,Pancreas,0
Transplant Recipients,2020,West Virginia,WV,All,217
Transplant Recipients,2020,West Virginia,WV,Heart,16
Transplant Recipients,2020,West Virginia,WV,Kidney,135
Transplant Recipients,2020,West Virginia,WV,Kidney-Pancreas,0
Transplant Recipients,2020,West Virginia,WV,Liver,46
Transplant Recipients,2020,West Virginia,WV,Lung,22
Transplant Recipients,2020,West Virginia,WV,Pancreas,0
Transplant Recipients,2020,Wisconsin,WI,All,670
Transplant Recipients,2020,Wisconsin,WI,Heart,114
Transplant Recipients,2020,Wisconsin,WI,Kidney,342
Transplant Recipients,2020,Wisconsin,WI,Kidney-Pancreas,0
Transplant Recipients,2020,Wisconsin,WI,Liver,177
Transplant Recipients,2020,Wisconsin,WI,Lung,33
Transplant Recipients,2020,Wisconsin,WI,Pancreas,0
Transplant Recipients,2020,Wyoming,WY,All,47
Transplant Recipients,2020,Wyoming,WY,Heart,0
Transplant Recipients,2020,Wyoming,WY,Kidney,27
Transplant Recipients,2020,Wyoming,WY,Kidney-Pancreas,0
Transplant Recipients,2020,Wyoming,WY,Liver,0
Transplant Recipients,2020,Wyoming,WY,Lung,0
Transplant Recipients,2020,Wyoming,WY,Pancreas,0
Transplant Recipients,2021,Alabama,AL,All,547
Transplant Recipients,2021,Alabama,AL,Heart,35
Transplant Recipients,2021,Alabama,AL,Kidney,385
Transplant Recipients,2021,Alabama,AL,Kidney-Pancreas,0
Transplant Recipients,2021,Alabama,AL,Liver,94
Transplant Recipients,2021,Alabama,AL,Lung,37
Transplant Recipients,2021,Alabama,AL,Pancreas,0
Transplant Recipients,2021,Alaska,AK,All,61
Transplant Recipients,2021,Alaska,AK,Heart,0
Transplant Recipients,2021,Alaska,AK,Kidney,42
Transplant Recipients,2021,Alaska,AK,Kidney-Pancreas,0
Transplant Recipients,2021,Alaska,AK,Liver,0
Transplant Recipients,2021,Alaska,AK,Lung,0
Transplant Recipients,2021,Alaska,AK,Pancreas,0
Transplant Recipients,2021,All,All,All,39748
Transplant Recipients,2021,All,All,Heart,3806
Transplant Recipients,2021,All,All,Kidney,24646
Transplant Recipients,2021,All,All,Kidney-Pancreas,820
Transplant Recipients,2021,All,All,Liver,9107
Transplant Recipients,2021,All,All,Lung,2520
Transplant Recipients,2021,All,All,Pancreas,140
Transplant Recipients,2021,Arizona,AZ,All,793
Transplant Recipients,2021,Arizona,AZ,Heart,56
Transplant Recipients,2021,Arizona,AZ,Kidney,492
Transplant Recipients,2021,Arizona,AZ,Kidney-Pancreas,19
Transplant Recipients,2021,Arizona,AZ,Liver,195
Transplant Recipients,2021,Arizona,AZ,Lung,63
Transplant Recipients,2021,Arizona,AZ,Pancreas,0
Transplant Recipients,2021,Arkansas,AR,All,379
Transplant Recipients,2021,Arkansas,AR,Heart,23
Transplant Recipients,2021,Arkansas,AR,Kidney,263
Transplant Recipients,2021,Arkansas,AR,Kidney-Pancreas,0
Transplant Recipients,2021,Arkansas,AR,Liver,77
Transplant Recipients,2021,Arkansas,AR,Lung,0
Transplant Recipients,2021,Arkansas,AR,Pancreas,0
Transplant Recipients,2021,California,CA,All,4461
Transplant Recipients,2021,California,CA,Heart,468
Transplant Recipients,2021,California,CA,Kidney,2769
Transplant Recipients,2021,California,CA,Kidney-Pancreas,79
Transplant Recipients,2021,California,CA,Liver,1034
Transplant Recipients,2021,California,CA,Lung,297
Transplant Recipients,2021,California,CA,Pancreas,0
Transplant Recipients,2021,Colorado,CO,All,548
Transplant Recipients,2021,Colorado,CO,Heart,40
Transplant Recipients,2021,Colorado,CO,Kidney,346
Transplant Recipients,2021,Colorado,CO,Kidney-Pancreas,0
Transplant Recipients,2021,Colorado,CO,Liver,134
Transplant Recipients,2021,Colorado,CO,Lung,31
Transplant Recipients,2021,Colorado,CO,Pancreas,0
Transplant Recipients,2021,Connecticut,CT,All,428
Transplant Recipients,2021,Connecticut,CT,Heart,83
Transplant Recipients,2021,Connecticut,CT,Kidney,259
Transplant Recipients,2021,Connecticut,CT,Kidney-Pancreas,0
Transplant Recipients,2021,Connecticut,CT,Liver,76
Transplant Recipients,2021,Connecticut,CT,Lung,23
Transplant Recipients,2021,Connecticut,CT,Pancreas,0
Transplant Recipients,2021,Delaware,DE,All,122
Transplant Recipients,2021,Delaware,DE,Heart,0
Transplant Recipients,2021,Delaware,DE,Kidney,69
Transplant Recipients,2021,Delaware,DE,Kidney-Pancreas,0
Transplant Recipients,2021,Delaware,DE,Liver,33
Transplant Recipients,2021,Delaware,DE,Lung,0
Transplant Recipients,2021,Delaware,DE,Pancreas,0
Transplant Recipients,2021,District of Columbia,DC,All,92
Transplant Recipients,2021,District of Columbia,DC,Heart,0
Transplant Recipients,2021,District of Columbia,DC,Kidney,66
Transplant Recipients,2021,District of Columbia,DC,Kidney-Pancreas,0
Transplant Recipients,2021,District of Columbia,DC,Liver,19
Transplant Recipients,2021,District of Columbia,DC,Lung,0
Transplant Recipients,2021,District of Columbia,DC,Pancreas,0
Transplant Recipients,2021,Florida,FL,All,2511
Transplant Recipients,2021,Florida,FL,Heart,248
Transplant Recipients,2021,Florida,FL,Kidney,1440
Transplant Recipients,2021,Florida,FL,Kidney-Pancreas,45
Transplant Recipients,2021,Florida,FL,Liver,699
Transplant Recipients,2021,Florida,FL,Lung,177
Transplant Recipients,2021,Florida,FL,Pancreas,0
Transplant Recipients,2021,Foreign Country,0,All,80
Transplant Recipients,2021,Foreign Country,0,Heart,0
Transplant Recipients,2021,Foreign Country,0,Kidney,21
Transplant Recipients,2021,Foreign Country,0,Kidney-Pancreas,0
Transplant Recipients,2021,Foreign Country,0,Liver,30
Transplant Recipients,2021,Foreign Country,0,Lung,18
Transplant Recipients,2021,Foreign Country,0,Pancreas,0
Transplant Recipients,2021,Georgia,GA,All,1356
Transplant Recipients,2021,Georgia,GA,Heart,91
Transplant Recipients,2021,Georgia,GA,Kidney,930
Transplant Recipients,2021,Georgia,GA,Kidney-Pancreas,31
Transplant Recipients,2021,Georgia,GA,Liver,298
Transplant Recipients,2021,Georgia,GA,Lung,37
Transplant Recipients,2021,Georgia,GA,Pancreas,0
Transplant Recipients,2021,Hawaii,HI,All,112
Transplant Recipients,2021,Hawaii,HI,Heart,0
Transplant Recipients,2021,Hawaii,HI,Kidney,74
Transplant Recipients,2021,Hawaii,HI,Kidney-Pancreas,0
Transplant Recipients,2021,Hawaii,HI,Liver,22
Transplant Recipients,2021,Hawaii,HI,Lung,0
Transplant Recipients,2021,Hawaii,HI,Pancreas,0
Transplant Recipients,2021,Idaho,ID,All,170
Transplant Recipients,2021,Idaho,ID,Heart,0
Transplant Recipients,2021,Idaho,ID,Kidney,109
Transplant Recipients,2021,Idaho,ID,Kidney-Pancreas,0
Transplant Recipients,2021,Idaho,ID,Liver,42
Transplant Recipients,2021,Idaho,ID,Lung,0
Transplant Recipients,2021,Idaho,ID,Pancreas,0
Transplant Recipients,2021,Illinois,IL,All,2057
Transplant Recipients,2021,Illinois,IL,Heart,174
Transplant Recipients,2021,Illinois,IL,Kidney,1316
Transplant Recipients,2021,Illinois,IL,Kidney-Pancreas,97
Transplant Recipients,2021,Illinois,IL,Liver,397
Transplant Recipients,2021,Illinois,IL,Lung,125
Transplant Recipients,2021,Illinois,IL,Pancreas,0
Transplant Recipients,2021,Indiana,IN,All,773
Transplant Recipients,2021,Indiana,IN,Heart,80
Transplant Recipients,2021,Indiana,IN,Kidney,445
Transplant Recipients,2021,Indiana,IN,Kidney-Pancreas,16
Transplant Recipients,2021,Indiana,IN,Liver,199
Transplant Recipients,2021,Indiana,IN,Lung,56
Transplant Recipients,2021,Indiana,IN,Pancreas,0
Transplant Recipients,2021,Iowa,IA,All,330
Transplant Recipients,2021,Iowa,IA,Heart,41
Transplant Recipients,2021,Iowa,IA,Kidney,218
Transplant Recipients,2021,Iowa,IA,Kidney-Pancreas,0
Transplant Recipients,2021,Iowa,IA,Liver,52
Transplant Recipients,2021,Iowa,IA,Lung,24
Transplant Recipients,2021,Iowa,IA,Pancreas,0
Transplant Recipients,2021,Kansas,KS,All,305
Transplant Recipients,2021,Kansas,KS,Heart,41
Transplant Recipients,2021,Kansas,KS,Kidney,197
Transplant Recipients,2021,Kansas,KS,Kidney-Pancreas,0
Transplant Recipients,2021,Kansas,KS,Liver,58
Transplant Recipients,2021,Kansas,KS,Lung,0
Transplant Recipients,2021,Kansas,KS,Pancreas,0
Transplant Recipients,2021,Kentucky,KY,All,438
Transplant Recipients,2021,Kentucky,KY,Heart,37
Transplant Recipients,2021,Kentucky,KY,Kidney,245
Transplant Recipients,2021,Kentucky,KY,Kidney-Pancreas,0
Transplant Recipients,2021,Kentucky,KY,Liver,120
Transplant Recipients,2021,Kentucky,KY,Lung,47
Transplant Recipients,2021,Kentucky,KY,Pancreas,0
Transplant Recipients,2021,Louisiana,LA,All,586
Transplant Recipients,2021,Louisiana,LA,Heart,34
Transplant Recipients,2021,Louisiana,LA,Kidney,359
Transplant Recipients,2021,Louisiana,LA,Kidney-Pancreas,31
Transplant Recipients,2021,Louisiana,LA,Liver,146
Transplant Recipients,2021,Louisiana,LA,Lung,28
Transplant Recipients,2021,Louisiana,LA,Pancreas,0
Transplant Recipients,2021,Maine,ME,All,101
Transplant Recipients,2021,Maine,ME,Heart,16
Transplant Recipients,2021,Maine,ME,Kidney,62
Transplant Recipients,2021,Maine,ME,Kidney-Pancreas,0
Transplant Recipients,2021,Maine,ME,Liver,19
Transplant Recipients,2021,Maine,ME,Lung,0
Transplant Recipients,2021,Maine,ME,Pancreas,0
Transplant Recipients,2021,Maryland,MD,All,932
Transplant Recipients,2021,Maryland,MD,Heart,68
Transplant Recipients,2021,Maryland,MD,Kidney,536
Transplant Recipients,2021,Maryland,MD,Kidney-Pancreas,24
Transplant Recipients,2021,Maryland,MD,Liver,267
Transplant Recipients,2021,Maryland,MD,Lung,62
Transplant Recipients,2021,Maryland,MD,Pancreas,0
Transplant Recipients,2021,Massachusetts,MA,All,706
Transplant Recipients,2021,Massachusetts,MA,Heart,60
Transplant Recipients,2021,Massachusetts,MA,Kidney,447
Transplant Recipients,2021,Massachusetts,MA,Kidney-Pancreas,0
Transplant Recipients,2021,Massachusetts,MA,Liver,180
Transplant Recipients,2021,Massachusetts,MA,Lung,31
Transplant Recipients,2021,Massachusetts,MA,Pancreas,0
Transplant Recipients,2021,Michigan,MI,All,1036
Transplant Recipients,2021,Michigan,MI,Heart,101
Transplant Recipients,2021,Michigan,MI,Kidney,612
Transplant Recipients,2021,Michigan,MI,Kidney-Pancreas,0
Transplant Recipients,2021,Michigan,MI,Liver,234
Transplant Recipients,2021,Michigan,MI,Lung,108
Transplant Recipients,2021,Michigan,MI,Pancreas,0
Transplant Recipients,2021,Minnesota,MN,All,670
Transplant Recipients,2021,Minnesota,MN,Heart,56
Transplant Recipients,2021,Minnesota,MN,Kidney,396
Transplant Recipients,2021,Minnesota,MN,Kidney-Pancreas,25
Transplant Recipients,2021,Minnesota,MN,Liver,160
Transplant Recipients,2021,Minnesota,MN,Lung,39
Transplant Recipients,2021,Minnesota,MN,Pancreas,0
Transplant Recipients,2021,Mississippi,MS,All,355
Transplant Recipients,2021,Mississippi,MS,Heart,32
Transplant Recipients,2021,Mississippi,MS,Kidney,220
Transplant Recipients,2021,Mississippi,MS,Kidney-Pancreas,0
Transplant Recipients,2021,Mississippi,MS,Liver,94
Transplant Recipients,2021,Mississippi,MS,Lung,0
Transplant Recipients,2021,Mississippi,MS,Pancreas,0
Transplant Recipients,2021,Missouri,MO,All,728
Transplant Recipients,2021,Missouri,MO,Heart,82
Transplant Recipients,2021,Missouri,MO,Kidney,452
Transplant Recipients,2021,Missouri,MO,Kidney-Pancreas,0
Transplant Recipients,2021,Missouri,MO,Liver,155
Transplant Recipients,2021,Missouri,MO,Lung,44
Transplant Recipients,2021,Missouri,MO,Pancreas,0
Transplant Recipients,2021,Montana,MT,All,94
Transplant Recipients,2021,Montana,MT,Heart,0
Transplant Recipients,2021,Montana,MT,Kidney,61
Transplant Recipients,2021,Montana,MT,Kidney-Pancreas,0
Transplant Recipients,2021,Montana,MT,Liver,22
Transplant Recipients,2021,Montana,MT,Lung,0
Transplant Recipients,2021,Montana,MT,Pancreas,0
Transplant Recipients,2021,Nebraska,NE,All,234
Transplant Recipients,2021,Nebraska,NE,Heart,37
Transplant Recipients,2021,Nebraska,NE,Kidney,135
Transplant Recipients,2021,Nebraska,NE,Kidney-Pancreas,0
Transplant Recipients,2021,Nebraska,NE,Liver,61
Transplant Recipients,2021,Nebraska,NE,Lung,0
Transplant Recipients,2021,Nebraska,NE,Pancreas,0
Transplant Recipients,2021,Nevada,NV,All,311
Transplant Recipients,2021,Nevada,NV,Heart,19
Transplant Recipients,2021,Nevada,NV,Kidney,235
Transplant Recipients,2021,Nevada,NV,Kidney-Pancreas,0
Transplant Recipients,2021,Nevada,NV,Liver,53
Transplant Recipients,2021,Nevada,NV,Lung,0
Transplant Recipients,2021,Nevada,NV,Pancreas,0
Transplant Recipients,2021,New Hampshire,NH,All,100
Transplant Recipients,2021,New Hampshire,NH,Heart,0
Transplant Recipients,2021,New Hampshire,NH,Kidney,52
Transplant Recipients,2021,New Hampshire,NH,Kidney-Pancreas,0
Transplant Recipients,2021,New Hampshire,NH,Liver,32
Transplant Recipients,2021,New Hampshire,NH,Lung,0
Transplant Recipients,2021,New Hampshire,NH,Pancreas,0
Transplant Recipients,2021,New Jersey,NJ,All,1127
Transplant Recipients,2021,New Jersey,NJ,Heart,95
Transplant Recipients,2021,New Jersey,NJ,Kidney,731
Transplant Recipients,2021,New Jersey,NJ,Kidney-Pancreas,25
Transplant Recipients,2021,New Jersey,NJ,Liver,212
Transplant Recipients,2021,New Jersey,NJ,Lung,84
Transplant Recipients,2021,New Jersey,NJ,Pancreas,0
Transplant Recipients,2021,New Mexico,NM,All,217
Transplant Recipients,2021,New Mexico,NM,Heart,16
Transplant Recipients,2021,New Mexico,NM,Kidney,131
Transplant Recipients,2021,New Mexico,NM,Kidney-Pancreas,0
Transplant Recipients,2021,New Mexico,NM,Liver,58
Transplant Recipients,2021,New Mexico,NM,Lung,17
Transplant Recipients,2021,New Mexico,NM,Pancreas,0
Transplant Recipients,2021,New York,NY,All,2869
Transplant Recipients,2021,New York,NY,Heart,262
Transplant Recipients,2021,New York,NY,Kidney,1922
Transplant Recipients,2021,New York,NY,Kidney-Pancreas,65
Transplant Recipients,2021,New York,NY,Liver,544
Transplant Recipients,2021,New York,NY,Lung,156
Transplant Recipients,2021,New York,NY,Pancreas,0
Transplant Recipients,2021,North Carolina,NC,All,1224
Transplant Recipients,2021,North Carolina,NC,Heart,157
Transplant Recipients,2021,North Carolina,NC,Kidney,752
Transplant Recipients,2021,North Carolina,NC,Kidney-Pancreas,50
Transplant Recipients,2021,North Carolina,NC,Liver,212
Transplant Recipients,2021,North Carolina,NC,Lung,77
Transplant Recipients,2021,North Carolina,NC,Pancreas,0
Transplant Recipients,2021,North Dakota,ND,All,87
Transplant Recipients,2021,North Dakota,ND,Heart,0
Transplant Recipients,2021,North Dakota,ND,Kidney,48
Transplant Recipients,2021,North Dakota,ND,Kidney-Pancreas,0
Transplant Recipients,2021,North Dakota,ND,Liver,22
Transplant Recipients,2021,North Dakota,ND,Lung,0
Transplant Recipients,2021,North Dakota,ND,Pancreas,0
Transplant Recipients,2021,Not Reported,NR,All,54
Transplant Recipients,2021,Not Reported,NR,Heart,0
Transplant Recipients,2021,Not Reported,NR,Kidney,45
Transplant Recipients,2021,Not Reported,NR,Kidney-Pancreas,0
Transplant Recipients,2021,Not Reported,NR,Liver,0
Transplant Recipients,2021,Not Reported,NR,Lung,0
Transplant Recipients,2021,Not Reported,NR,Pancreas,0
Transplant Recipients,2021,Ohio,OH,All,1731
Transplant Recipients,2021,Ohio,OH,Heart,134
Transplant Recipients,2021,Ohio,OH,Kidney,1030
Transplant Recipients,2021,Ohio,OH,Kidney-Pancreas,26
Transplant Recipients,2021,Ohio,OH,Liver,468
Transplant Recipients,2021,Ohio,OH,Lung,124
Transplant Recipients,2021,Ohio,OH,Pancreas,0
Transplant Recipients,2021,Oklahoma,OK,All,340
Transplant Recipients,2021,Oklahoma,OK,Heart,24
Transplant Recipients,2021,Oklahoma,OK,Kidney,168
Transplant Recipients,2021,Oklahoma,OK,Kidney-Pancreas,0
Transplant Recipients,2021,Oklahoma,OK,Liver,132
Transplant Recipients,2021,Oklahoma,OK,Lung,22
Transplant Recipients,2021,Oklahoma,OK,Pancreas,0
Transplant Recipients,2021,Oregon,OR,All,341
Transplant Recipients,2021,Oregon,OR,Heart,36
Transplant Recipients,2021,Oregon,OR,Kidney,217
Transplant Recipients,2021,Oregon,OR,Kidney-Pancreas,0
Transplant Recipients,2021,Oregon,OR,Liver,71
Transplant Recipients,2021,Oregon,OR,Lung,19
Transplant Recipients,2021,Oregon,OR,Pancreas,0
Transplant Recipients,2021,Pacific Ocean Territories,PO,All,0
Transplant Recipients,2021,Pacific Ocean Territories,PO,Heart,0
Transplant Recipients,2021,Pacific Ocean Territories,PO,Kidney,0
Transplant Recipients,2021,Pacific Ocean Territories,PO,Kidney-Pancreas,0
Transplant Recipients,2021,Pacific Ocean Territories,PO,Liver,0
Transplant Recipients,2021,Pacific Ocean Territories,PO,Lung,0
Transplant Recipients,2021,Pacific Ocean Territories,PO,Pancreas,0
Transplant Recipients,2021,Pennsylvania,PA,All,1522
Transplant Recipients,2021,Pennsylvania,PA,Heart,139
Transplant Recipients,2021,Pennsylvania,PA,Kidney,846
Transplant Recipients,2021,Pennsylvania,PA,Kidney-Pancreas,25
Transplant Recipients,2021,Pennsylvania,PA,Liver,396
Transplant Recipients,2021,Pennsylvania,PA,Lung,152
Transplant Recipients,2021,Pennsylvania,PA,Pancreas,0
Transplant Recipients,2021,Puerto Rico,PR,All,154
Transplant Recipients,2021,Puerto Rico,PR,Heart,0
Transplant Recipients,2021,Puerto Rico,PR,Kidney,92
Transplant Recipients,2021,Puerto Rico,PR,Kidney-Pancreas,0
Transplant Recipients,2021,Puerto Rico,PR,Liver,46
Transplant Recipients,2021,Puerto Rico,PR,Lung,0
Transplant Recipients,2021,Puerto Rico,PR,Pancreas,0
Transplant Recipients,2021,Rhode Island,RI,All,115
Transplant Recipients,2021,Rhode Island,RI,Heart,0
Transplant Recipients,2021,Rhode Island,RI,Kidney,71
Transplant Recipients,2021,Rhode Island,RI,Kidney-Pancreas,0
Transplant Recipients,2021,Rhode Island,RI,Liver,32
Transplant Recipients,2021,Rhode Island,RI,Lung,0
Transplant Recipients,2021,Rhode Island,RI,Pancreas,0
Transplant Recipients,2021,South Carolina,SC,All,685
Transplant Recipients,2021,South Carolina,SC,Heart,78
Transplant Recipients,2021,South Carolina,SC,Kidney,452
Transplant Recipients,2021,South Carolina,SC,Kidney-Pancreas,18
Transplant Recipients,2021,South Carolina,SC,Liver,122
Transplant Recipients,2021,South Carolina,SC,Lung,34
Transplant Recipients,2021,South Carolina,SC,Pancreas,0
Transplant Recipients,2021,South Dakota,SD,All,102
Transplant Recipients,2021,South Dakota,SD,Heart,0
Transplant Recipients,2021,South Dakota,SD,Kidney,64
Transplant Recipients,2021,South Dakota,SD,Kidney-Pancreas,0
Transplant Recipients,2021,South Dakota,SD,Liver,16
Transplant Recipients,2021,South Dakota,SD,Lung,0
Transplant Recipients,2021,South Dakota,SD,Pancreas,0
Transplant Recipients,2021,Tennessee,TN,All,857
Transplant Recipients,2021,Tennessee,TN,Heart,132
Transplant Recipients,2021,Tennessee,TN,Kidney,513
Transplant Recipients,2021,Tennessee,TN,Kidney-Pancreas,0
Transplant Recipients,2021,Tennessee,TN,Liver,173
Transplant Recipients,2021,Tennessee,TN,Lung,38
Transplant Recipients,2021,Tennessee,TN,Pancreas,0
Transplant Recipients,2021,Texas,TX,All,3694
Transplant Recipients,2021,Texas,TX,Heart,342
Transplant Recipients,2021,Texas,TX,Kidney,2381
Transplant Recipients,2021,Texas,TX,Kidney-Pancreas,40
Transplant Recipients,2021,Texas,TX,Liver,811
Transplant Recipients,2021,Texas,TX,Lung,236
Transplant Recipients,2021,Texas,TX,Pancreas,0
Transplant Recipients,2021,Utah,UT,All,380
Transplant Recipients,2021,Utah,UT,Heart,28
Transplant Recipients,2021,Utah,UT,Kidney,242
Transplant Recipients,2021,Utah,UT,Kidney-Pancreas,0
Transplant Recipients,2021,Utah,UT,Liver,95
Transplant Recipients,2021,Utah,UT,Lung,18
Transplant Recipients,2021,Utah,UT,Pancreas,0
Transplant Recipients,2021,Vermont,VT,All,39
Transplant Recipients,2021,Vermont,VT,Heart,0
Transplant Recipients,2021,Vermont,VT,Kidney,19
Transplant Recipients,2021,Vermont,VT,Kidney-Pancreas,0
Transplant Recipients,2021,Vermont,VT,Liver,20
Transplant Recipients,2021,Vermont,VT,Lung,0
Transplant Recipients,2021,Vermont,VT,Pancreas,0
Transplant Recipients,2021,Virgin Islands,VI,All,0
Transplant Recipients,2021,Virgin Islands,VI,Heart,0
Transplant Recipients,2021,Virgin Islands,VI,Kidney,0
Transplant Recipients,2021,Virgin Islands,VI,Kidney-Pancreas,0
Transplant Recipients,2021,Virgin Islands,VI,Liver,0
Transplant Recipients,2021,Virgin Islands,VI,Lung,0
Transplant Recipients,2021,Virgin Islands,VI,Pancreas,0
Transplant Recipients,2021,Virginia,VA,All,1229
Transplant Recipients,2021,Virginia,VA,Heart,133
Transplant Recipients,2021,Virginia,VA,Kidney,740
Transplant Recipients,2021,Virginia,VA,Kidney-Pancreas,26
Transplant Recipients,2021,Virginia,VA,Liver,300
Transplant Recipients,2021,Virginia,VA,Lung,58
Transplant Recipients,2021,Virginia,VA,Pancreas,0
Transplant Recipients,2021,Washington,WA,All,705
Transplant Recipients,2021,Washington,WA,Heart,78
Transplant Recipients,2021,Washington,WA,Kidney,447
Transplant Recipients,2021,Washington,WA,Kidney-Pancreas,0
Transplant Recipients,2021,Washington,WA,Liver,150
Transplant Recipients,2021,Washington,WA,Lung,44
Transplant Recipients,2021,Washington,WA,Pancreas,0
Transplant Recipients,2021,West Virginia,WV,All,217
Transplant Recipients,2021,West Virginia,WV,Heart,22
Transplant Recipients,2021,West Virginia,WV,Kidney,124
Transplant Recipients,2021,West Virginia,WV,Kidney-Pancreas,0
Transplant Recipients,2021,West Virginia,WV,Liver,57
Transplant Recipients,2021,West Virginia,WV,Lung,17
Transplant Recipients,2021,West Virginia,WV,Pancreas,0
Transplant Recipients,2021,Wisconsin,WI,All,608
Transplant Recipients,2021,Wisconsin,WI,Heart,92
Transplant Recipients,2021,Wisconsin,WI,Kidney,324
Transplant Recipients,2021,Wisconsin,WI,Kidney-Pancreas,17
Transplant Recipients,2021,Wisconsin,WI,Liver,144
Transplant Recipients,2021,Wisconsin,WI,Lung,42
Transplant Recipients,2021,Wisconsin,WI,Pancreas,0
Transplant Recipients,2021,Wyoming,WY,All,44
Transplant Recipients,2021,Wyoming,WY,Heart,0
Transplant Recipients,2021,Wyoming,WY,Kidney,31
Transplant Recipients,2021,Wyoming,WY,Kidney-Pancreas,0
Transplant Recipients,2021,Wyoming,WY,Liver,0
Transplant Recipients,2021,Wyoming,WY,Lung,0
Transplant Recipients,2021,Wyoming,WY,Pancreas,0
Transplant Recipients,2022,Alabama,AL,All,513
Transplant Recipients,2022,Alabama,AL,Heart,34
Transplant Recipients,2022,Alabama,AL,Kidney,352
Transplant Recipients,2022,Alabama,AL,Kidney-Pancreas,0
Transplant Recipients,2022,Alabama,AL,Liver,99
Transplant Recipients,2022,Alabama,AL,Lung,27
Transplant Recipients,2022,Alabama,AL,Pancreas,0
Transplant Recipients,2022,Alaska,AK,All,56
Transplant Recipients,2022,Alaska,AK,Heart,0
Transplant Recipients,2022,Alaska,AK,Kidney,38
Transplant Recipients,2022,Alaska,AK,Kidney-Pancreas,0
Transplant Recipients,2022,Alaska,AK,Liver,0
Transplant Recipients,2022,Alaska,AK,Lung,0
Transplant Recipients,2022,Alaska,AK,Pancreas,0
